vehicle ID,pixel location x,pixel location y,Pixel width,Pixel length
5396,1829.63,373.775,22,29
4755,1867.25,360.895,19,27
4761,1859.89,299.726,16,22
4758,1821.01,283.062,17,23
4763,1812,197.5,23,24
4766,1843.2,186.4,18,26
15858,1923,1372,45,59
18117,1890,615,40,39
14121,1795.5,1912.5,48,88
13878,1868.43,1203.96,124,303
11568,1836.66,716.198,56,166
8683,1881.32,619.909,29,41
11879,1789.77,601.154,29,39
6657,1876.5,505.5,20,28
6490,1791.82,389.893,18,25
5396,1829.68,369.744,23,29
4755,1866.56,356.958,20,27
4761,1859.5,296.5,14,20
4758,1820.74,279.459,18,24
4763,1811.35,194.55,22,24
4766,1843.15,183.892,19,25
15858,1922,1361,45,59
18117,1889,610,40,39
14121,1795,1893,47,87
13878,1868.5,1194,120,295
11568,1838.08,710.374,61,166
8683,1881.77,614.911,29,41
11879,1788.5,595,22,33
6657,1876,501.5,19,28
6490,1792.17,383.274,25,23
5396,1829.26,365.867,21,29
4755,1866.8,353.716,20,27
4761,1859.37,293.648,17,22
4758,1820.46,275.939,18,23
4763,1811.37,191.827,20,23
4766,1843.17,180.865,21,26
15858,1922,1350,45,59
18117,1889,605,40,39
14121,1794,1872.97,53,89
13878,1868.43,1187.99,124,305
11568,1836.68,706.794,55,171
8683,1881.81,609.483,29,40
11879,1789.74,589.118,27,37
6657,1875.78,496.772,23,29
6490,1792.3,379.359,24,23
5396,1829.26,362.397,21,28
4755,1867.11,350.649,21,26
4761,1859.5,290,14,19
4758,1820.39,273.017,18,23
4763,1811.48,188.671,18,23
4766,1841.8,178.9,24,27
15858,1921,1339,45,59
18117,1889,600,40,39
14121,1794,1853,45,85
13878,1868.5,1178.5,120,312
11568,1836.92,704.207,57,176
8683,1881.19,604.852,27,39
11879,1789.56,583.535,24,34
6657,1875.5,493,18,27
6490,1792.5,378,16,23
5396,1829.99,357.947,25,29
4755,1866.9,346.774,20,27
4761,1858.5,287,14,19
4758,1819.92,269.468,17,24
4763,1810.84,185.892,18,23
4766,1841.6,176.3,22,27
15858,1921,1328,45,59
18117,1889,595,40,39
14121,1794.71,1832.9,48,89
13878,1868.5,1179.5,120,308
11568,1836.56,697.182,55,172
8683,1881.5,600,26,37
11879,1790.06,577.686,27,37
6657,1875,488,19,27
6490,1792.38,371.388,24,22
5396,1828.89,354.836,23,29
4755,1866.61,344.023,22,27
4761,1858.5,284,14,19
4758,1819.75,266.031,19,23
4763,1810.6,182.8,22,24
4766,1841.95,173.35,25,26
15858,1919,1320,45,59
18117,1889,590,40,39
14121,1794.5,1814,44,83
13878,1868.5,1175,120,317
11568,1836.16,685.378,55,160
8683,1880.12,594.685,34,41
11879,1790.31,571.83,27,37
6657,1875.22,483.852,21,29
6490,1792.45,367.362,24,23
5396,1829.26,350.897,21,27
4755,1866.03,339.978,21,27
4761,1858,281,15,19
4758,1819.45,262.65,18,22
4763,1810.76,179.708,23,24
4766,1842.35,170.769,20,25
15858,1919,1309,45,59
18117,1889,585,40,39
14121,1794.5,1795.5,44,82
13878,1868.5,1151,120,289
11568,1835.99,678.695,55,157
8683,1880.28,589.703,31,40
11879,1789,566.5,21,32
6657,1874.27,479.469,22,28
6490,1792.54,363.762,23,23
5396,1827.34,347.362,30,31
4755,1865.42,337.28,20,26
4761,1857.5,278,14,19
4758,1819.33,259.635,19,23
4763,1810.18,177.308,21,24
4766,1840.5,169,26,27
15858,1918,1298,45,59
18117,1889,581,40,39
14121,1795,1776,43,81
13878,1868,1144,119,285
11568,1835.76,673.18,55,156
8683,1880,585,25,37
11879,1788.5,561,22,31
6657,1873.5,475.5,18,26
6490,1791.21,362.7,19,24
5396,1828.68,344.166,22,29
4755,1865.62,334.471,20,26
4761,1857.5,275.5,14,18
4758,1819.7,256.4,23,24
4763,1810.1,174.232,22,23
4766,1841.15,165.95,22,25
15858,1917,1288,45,59
17776,1936,1944,41,60
18117,1889,576,40,39
14121,1795,1757.5,43,80
13878,1870.5,1138.5,124,290
11568,1835.6,667.258,54,154
8683,1879.67,580.055,28,39
11879,1789.75,555.147,25,35
6657,1874,471.5,17,26
6490,1793.23,355.486,24,24
5396,1828.57,340.316,22,28
4755,1864.98,330.732,21,27
4761,1857,272.5,13,18
4758,1819.99,252.919,19,23
4763,1809.97,171.414,21,23
4766,1841.05,163.65,21,27
15858,1917,1278,45,59
17776,1936,1927,41,60
18117,1889,571,40,39
14121,1795.3,1738.45,47,80
13878,1868,1127.5,119,288
11568,1835.57,661.248,54,156
8683,1879.5,576,24,37
11879,1789,549,21,31
6657,1874,466.5,17,26
6490,1792.25,352.25,24,24
5396,1828.3,336.244,22,28
4755,1865,327.237,21,26
4761,1856.5,269,12,19
4758,1819.5,249.5,21,24
4763,1809.5,168.5,20,22
4766,1840.62,161.064,20,25
15858,1916,1268,45,59
17776,1935,1910,41,60
18117,1889,566,40,39
14121,1801.55,1723.85,80,88
13878,1871.19,1119.01,127,289
11568,1835.52,655.84,56,155
8683,1880.5,571,26,37
11879,1789.91,544.188,25,35
6657,1873.83,462.484,20,28
6490,1791.5,351,16,21
5396,1828.28,333.336,21,28
4755,1866.72,324.598,22,26
4761,1857,266,13,19
4758,1819.5,246.5,16,20
4763,1809.7,165.6,21,23
4766,1844.33,158.146,26,25
15858,1916,1258,45,59
17776,1935,1893,41,60
18117,1888,561,40,39
14121,1801.61,1705.05,78,87
13878,1867.5,1110,116,281
11568,1835.37,651.473,54,154
8683,1880.11,565.972,27,39
11879,1789,539,21,31
6657,1873.75,458.931,20,27
6490,1792.49,343.843,24,23
5396,1828.27,329.296,21,28
4755,1865.15,321.108,21,26
4761,1856,263.5,13,18
4758,1819.7,243.4,24,26
4763,1809.2,163.4,22,24
4766,1843.41,155.076,26,27
15858,1915,1248,45,59
17776,1934,1876,41,60
18117,1887,557,40,39
14121,1801.54,1687.44,73,84
13878,1870.5,1104.5,122,284
11568,1835.28,645.294,54,154
8683,1879.6,561.392,26,38
11879,1789,533,21,31
6657,1873.5,454.462,20,28
6490,1791.5,343.5,16,22
5396,1828.26,325.867,21,27
4755,1864.76,317.335,20,26
4761,1856,260.5,13,18
4758,1819.1,240.3,22,24
4763,1808.75,160.25,19,22
4766,1839.68,154.747,30,30
15858,1915,1238,45,59
17776,1933,1860,41,60
18117,1887,552,40,39
14121,1795,1667.5,41,74
13878,1870,1092,121,273
11568,1834.92,639.929,55,153
8683,1879.27,556.942,27,39
11879,1789.83,528.245,25,35
6657,1873.13,450.287,21,28
6490,1792.36,335.865,24,21
5396,1828.29,322.395,21,28
4755,1864.32,314.554,19,24
4761,1856,258,13,17
4758,1818.85,236.95,21,23
4763,1808.66,157.473,16,22
4766,1842.65,150.769,25,26
15858,1914,1228,45,59
16245,1951,1907,57,177
17776,1932,1844,41,60
18117,1886,547,40,39
14121,1800,1653,75,83
13878,1870.5,1082,122,269
11568,1835.07,634.403,63,153
8683,1879.22,552.444,27,38
11879,1790.04,522.705,25,36
6657,1872.5,446.5,18,26
6490,1792.83,333.069,23,22
5396,1828.44,318.713,22,28
4755,1863.84,310.982,18,25
4761,1856,255.5,13,18
4758,1818.04,233.837,19,23
4763,1807.96,154.841,17,21
4766,1841.96,148.808,23,25
15858,1914,1218,45,59
16245,1949,1846,57,176
17776,1931,1828,41,60
18117,1886,543,40,39
14976,1872.81,2018.54,55,110
14121,1800.26,1635.47,70,84
13878,1870.08,1074.04,123,269
11568,1834.49,628.994,56,151
8683,1879.5,548.5,24,36
11879,1788.91,517.268,25,35
6657,1872.58,442.792,22,27
6490,1792.39,329.012,24,23
5396,1827.78,315.215,23,29
4755,1863.98,307.91,19,25
4761,1855.37,252.682,15,20
4758,1817.05,230.824,19,23
4763,1807.09,152.424,19,22
4766,1840.78,146.26,24,27
15858,1914,1208,45,59
16245,1948,1831,57,175
17776,1930,1812,41,60
18117,1886,539,40,39
14976,1871.57,1995.11,54,108
14121,1801.26,1619.4,72,83
13878,1870.11,1068.56,123,274
11568,1834.73,622.663,52,148
8683,1879.29,544.777,29,41
11879,1788.5,511.5,22,30
6657,1872.5,438.5,18,24
6490,1791.72,327.81,18,23
5396,1827.29,311.953,21,27
4755,1863.58,304.885,18,25
4761,1855,249.5,13,18
4758,1817.21,227.629,17,22
4763,1806.74,149.522,19,22
4766,1840.87,143.827,23,25
15858,1914,1199,45,59
16245,1947,1816,57,174
17776,1930,1797,41,60
18117,1885,534,40,39
14976,1871.57,1972.11,52,107
14121,1795,1599.5,39,70
13878,1867.09,1064.04,117,283
11568,1834.73,618.743,53,151
8683,1878.26,539.866,25,39
11879,1789.46,506.57,26,34
6657,1872,435,17,25
6490,1792.24,322.441,22,24
5396,1827.21,308.017,21,27
4755,1863.43,301.845,18,25
4761,1854.72,246.352,16,20
4758,1817.08,224.56,17,22
4763,1806.89,146.747,18,21
4766,1839.7,141.9,25,27
15858,1914,1188,45,59
16245,1946,1799,57,173
17776,1930,1781,41,60
18117,1884,530,40,39
14976,1871.57,1949.65,56,105
14121,1794.5,1584,40,69
13878,1866.5,1059.54,116,290
11568,1834.44,612.299,54,148
8683,1878.17,535.873,25,41
11879,1789,501.5,21,30
6657,1872,430.5,17,24
5396,1827.56,304.758,22,28
4755,1862.92,298.78,19,25
4761,1855,244,13,17
4758,1817,221,13,19
4763,1806.83,143.804,17,21
6490,1793,320,22,24
15858,1914,1178,45,59
16245,1945,1786,57,172
17776,1928,1767,41,60
18117,1883,525,40,39
14976,1869.01,1927.89,51,103
14121,1798.83,1570.39,71,80
13878,1865.58,1036.02,116,257
11568,1833.07,607.252,51,148
8683,1879,529.5,27,36
11879,1787,495.5,21,30
6657,1870.82,425.812,21,27
5396,1826.76,300.586,24,29
4755,1861.3,294.713,19,25
4761,1853,240,13,17
4758,1815.25,217.479,16,22
15858,1913,1169,45,59
16245,1944,1771,57,171
17776,1927,1751,41,60
18117,1881,520,40,39
14976,1870.49,1905.77,52,101
14121,1798.97,1553.92,69,79
13878,1865.61,1029.01,116,253
11568,1832.89,601.212,51,145
8683,1878.73,525.232,30,38
11879,1788.41,491.087,25,35
6657,1870.5,422.5,18,24
5396,1826.36,297.738,24,28
4755,1861.12,291.515,19,24
4761,1853,237.5,13,18
4758,1815.7,214.6,20,23
15858,1913,1160,45,59
16245,1943,1756,57,170
17776,1927,1736,41,60
18117,1881,516,40,39
14976,1869.95,1884.38,51,100
14121,1799.15,1538.77,74,78
13878,1868.58,1019.53,122,250
11568,1832.89,595.224,51,143
8683,1879,521.5,27,36
11879,1788,485,21,29
6657,1870,418.5,19,24
5396,1825.88,293.27,23,28
4755,1861.13,288.454,19,24
4761,1852.86,234.797,16,20
4758,1814.91,211.516,17,22
15858,1913,1151,45,59
16245,1942,1740,57,169
17776,1927,1721,41,60
18117,1880,512,40,39
14976,1869.4,1864.03,49,100
14121,1799.75,1522.37,70,76
13878,1868.27,1010.07,122,247
11568,1832.73,589.714,51,142
8683,1878.5,518.5,26,40
11879,1788.98,480.185,25,33
6657,1869.71,414.686,20,27
5396,1825.27,290.603,21,28
4755,1860.71,285.495,18,24
4758,1814.3,208.784,18,23
15858,1912,1142,45,59
16245,1942,1726,57,168
17776,1926,1706,41,60
18117,1880,508,40,39
14976,1868.86,1843.02,48,97
14121,1794.5,1503.5,38,64
13878,1868.9,1001.02,123,243
11568,1832.64,584.702,50,142
8683,1874.82,513.031,41,43
11879,1787,475.5,21,28
6657,1869.5,410.5,18,24
5396,1825.08,286.713,21,26
4755,1860.37,282.148,17,23
4758,1814.12,205.011,19,23
15858,1912,1133,45,59
16245,1941,1711,57,167
17776,1926,1692,41,60
18117,1879,504,40,39
14976,1869.75,1822.35,53,98
14121,1799.21,1492.06,69,76
13878,1863.84,993.534,113,243
11568,1832.57,579.468,50,143
8683,1876.63,507.95,32,41
11879,1788.17,470.514,23,32
6657,1869.5,406.5,18,24
5396,1824.87,283.104,21,27
4755,1860.02,279.21,19,24
4758,1814.42,202.115,18,23
15858,1912,1124,45,59
16245,1941,1697,57,166
17776,1926,1677,41,60
18117,1879,500,40,39
14976,1868.05,1803,49,97
14121,1799.41,1476.36,70,75
13878,1864.08,985.512,111,238
11568,1832.89,575.332,56,145
8683,1877.5,503.5,26,36
11879,1789.04,465.416,23,34
6657,1869.5,402.5,18,24
5396,1824.26,279.805,21,26
4755,1859.47,275.968,18,23
4758,1814.27,198.97,16,21
15858,1912,1115,45,59
16245,1940,1682,57,165
17776,1926,1663,41,60
18117,1879,496,40,39
14976,1868.01,1782.03,49,95
14121,1799.75,1462.79,68,73
13878,1863.98,977.018,111,237
11568,1833.32,570.38,59,144
8683,1877.85,499.191,27,37
11879,1788.58,460.94,24,33
6657,1869.5,399,18,23
5396,1824.31,276.169,20,26
4755,1859.65,273.331,18,24
4758,1814,196,17,21
15858,1911,1106,45,59
16245,1943,1730,57,164
17776,1925,1648,41,60
18117,1879,492,40,39
14976,1867.7,1763.45,45,92
14121,1799.02,1447.8,69,74
13878,1864.03,969.204,111,235
11568,1832.59,567.828,50,149
8683,1878,495.5,25,36
11879,1788,455.5,21,28
6657,1869,395.5,17,24
5396,1824.49,273.148,22,27
4755,1859.91,270.337,18,24
4758,1813.96,193.003,17,21
15858,1911,1097,45,59
16245,1943,1730,57,163
17776,1922,1597,41,60
18117,1879,488,40,39
14976,1867.11,1743.92,47,92
14121,1798.7,1433.4,66,72
13878,1867.03,965.223,117,243
11568,1832.94,558.934,59,141
8683,1877.5,491,26,37
11879,1787.5,450,20,27
6657,1868.18,391.754,19,25
5396,1824.12,269.868,21,25
4755,1859.72,266.807,16,22
4758,1813.41,189.966,16,21
15858,1911,1089,45,59
16245,1943,1730,57,162
17776,1922,1584,41,60
18117,1879,484,40,39
14976,1867.46,1725.07,48,93
14121,1799.44,1418.4,62,70
15858,1911.05,1080,45,59
13878,1865.5,961.5,110,248
11568,1832.32,553.677,49,138
8683,1877,487,27,37
11879,1787.5,446,20,29
6657,1868.08,387.848,19,25
5396,1823.61,266.362,20,26
4755,1859.62,264.077,18,23
4758,1813.42,187.115,18,22
16245,1944,1729,57,161
17776,1922,1571,41,60
18117,1879,480,40,39
14976,1867.68,1706.95,49,93
14121,1798.96,1404.85,65,70
15858,1911.95,1076.42,47,72
13878,1867,943,113,227
11568,1832,550,45,139
8683,1876,482.5,29,36
11879,1788.42,440.792,24,32
6657,1868,384,17,23
4755,1859.21,261.338,17,22
5396,1823.98,262.877,21,26
4758,1813.21,184.144,19,22
16245,1944,1730,57,160
17776,1920,1573,41,60
18117,1878,476,40,39
14976,1866.67,1687.92,46,90
14121,1795.81,1386.88,39,64
15858,1912.43,1072.51,49,80
13878,1867.1,935.729,115,228
11568,1832,543,45,135
8683,1877.01,478.858,31,40
11879,1788.46,438.555,26,36
6657,1867.5,380.5,16,22
4755,1859.09,258.674,19,23
5396,1825.24,259.459,23,26
4758,1812.71,181.176,20,23
16245,1944,1729,57,159
17776,1919,1559,41,60
18117,1878,472,40,39
14976,1866,1669,43,85
14121,1795.48,1374.27,40,62
15858,1912.26,1068.02,49,87
13878,1867.15,927.222,115,225
11568,1832.1,539.615,47,138
8683,1877.28,473.914,27,37
11879,1789.62,432.139,24,33
6657,1867.03,376.746,19,25
4755,1859,255,13,19
5396,1822.15,256.231,29,29
4758,1813.5,178,18,21
16245,1944,1730,57,158
17776,1919,1547,41,60
18117,1878,468,40,39
14976,1865.6,1651.42,48,87
14121,1798.89,1363.36,63,68
15858,1910.56,1046.29,48,61
13878,1867.21,918.207,115,221
11568,1832.08,534.115,47,137
8683,1877,470,25,35
11879,1789,426.5,19,28
6657,1867.5,374,16,23
4755,1859.15,252.831,17,23
5396,1822.3,253.6,26,28
4758,1812.29,175.442,18,22
16245,1944,1725,57,157
17776,1919,1535,41,60
18117,1878,464,40,39
14976,1868.28,1633.44,52,88
14121,1798.79,1350.13,65,69
15858,1910,1038.7,47,61
13878,1867.5,907.5,112,214
11568,1832.05,529.091,47,137
8683,1877,466,25,35
11879,1788.5,422.5,20,28
6657,1867.5,370.5,16,22
4755,1859.16,249.93,17,23
5396,1822.37,250.358,24,28
4758,1812.81,172.538,17,22
16245,1944,1717,57,156
17776,1919,1523,41,60
18117,1878,460,40,39
14976,1867.52,1615.88,50,87
14121,1794.58,1333.71,41,64
15858,1909.41,1035.64,51,72
13878,1864,901.5,105,214
11568,1831.97,524.092,47,133
8683,1876.5,462.5,26,36
11879,1789,417.5,19,26
6657,1867.5,366.5,16,22
4755,1858.77,247.204,16,21
5396,1822.71,247.299,18,25
4758,1812.27,169.846,17,21
16245,1944,1709,57,155
17776,1919,1511,41,60
18117,1877,456,40,39
14976,1867.2,1599.03,53,87
14121,1799.29,1322.77,62,66
15858,1908.67,1016.27,45,69
13878,1864,891.5,105,208
11568,1832.18,519.88,49,135
8683,1874.69,458.462,33,40
11879,1789.8,413.345,24,32
6657,1866.5,362.5,16,22
4755,1858.2,244.4,17,22
5396,1822.5,244.5,16,22
4758,1812.5,166.5,14,18
16245,1944,1695,57,154
17776,1919,1499,41,60
18117,1877,452,40,39
14976,1865.95,1581.85,47,85
14121,1798.58,1310.53,63,64
15858,1909.74,1012.38,47,60
13878,1864,884,105,209
11568,1832.37,515.285,50,134
8683,1876,454,25,35
11879,1789.61,409.139,22,31
6657,1866.32,359.688,19,24
4755,1858.35,241.29,15,21
5396,1822.46,240.887,20,25
4758,1811.54,163.78,18,21
16245,1943,1703,57,153
17776,1919,1486,41,60
18117,1877,448,40,39
16245,1943.01,1688.76,57,152
14976,1864.5,1565.5,40,80
14121,1795.5,1294,34,55
15858,1909.99,1004.85,47,59
13878,1866.69,877.205,112,209
11568,1832.44,512.203,52,137
8683,1875.5,451,24,35
11879,1789,404,19,27
6657,1866.28,355.819,19,24
4755,1858,239,13,19
5396,1822,238,17,23
4758,1811.29,161.442,17,20
17776,1919,1474,41,60
18117,1876,445,40,39
16245,1942.59,1682.91,58,141
14976,1866.27,1548.02,48,83
14121,1798.97,1284.9,63,65
15858,1909.04,997.997,45,57
13878,1866.72,872.734,112,214
11568,1832.5,504.222,64,136
8683,1876,446.5,25,34
11879,1789.79,401.258,26,36
6657,1866.5,352,18,23
4755,1858.13,236.104,17,21
5396,1822.25,234.922,19,25
4758,1811.47,158.703,16,20
17776,1927,1461,41,60
18117,1876,441,40,39
16245,1942.8,1682.9,57,141
14976,1864.5,1532,40,77
14121,1798.81,1271.6,60,62
15858,1909.31,989.754,47,58
13878,1866.73,868.724,112,220
11568,1832.26,505.179,60,142
8683,1875.5,443,24,35
11879,1790.18,395.023,23,31
6657,1865.75,348.75,20,24
4755,1857.62,234.077,16,21
5396,1822.52,231.966,20,25
4758,1810.73,155.654,18,20
17776,1923,1448,41,60
18117,1876,437,40,39
16245,1942.5,1666,50,105
14976,1865.04,1515.44,45,79
14121,1799.12,1260.3,59,62
15858,1908.34,981.856,46,56
13878,1867,865,109,225
11568,1832.32,502.677,52,145
8683,1875.81,438.906,27,37
11879,1790.35,390.669,22,30
6657,1865.3,345.236,19,25
4755,1857.5,230.5,12,18
5396,1822.11,228.362,19,24
4758,1811,152.5,13,18
17776,1923,1436,41,60
18117,1876,433,40,39
16245,1941.69,1659.52,56,94
14976,1864.62,1499.92,43,79
14121,1799.01,1247.31,59,62
15858,1908.04,975.262,46,59
13878,1867,846,109,201
11568,1831.96,492.752,51,133
8683,1875.5,434.5,24,34
11879,1790.22,386.822,21,29
6657,1865.5,341.5,16,22
4755,1858,228,13,19
5396,1822.02,225.881,19,25
4758,1810.78,150.54,17,21
17776,1923,1424,41,60
18117,1876,429,40,39
16245,1939.55,1658.35,56,83
14976,1861.84,1483.93,43,77
14121,1796.39,1234.95,58,61
15858,1905.06,970.284,45,63
13878,1861.5,839.5,104,200
11568,1828.93,487.74,51,132
8683,1872.5,431,24,35
11879,1787.56,382.008,22,31
6657,1861.67,337.491,18,24
4755,1855.16,225.274,17,21
5396,1818.94,222.325,21,26
4758,1808.19,147.462,17,20
17776,1920,1412,41,60
18117,1873,425,40,39
16245,1938.54,1642.14,55,72
14976,1861,1469,39,75
14121,1795.94,1223.23,59,61
15858,1903.32,968.387,56,76
13878,1859.86,835.278,103,208
11568,1828.65,483.327,52,133
8683,1872,429.5,25,38
11879,1787,377,17,25
6657,1861.49,334.385,18,24
4755,1855.17,222.792,17,20
5396,1818.74,219.531,18,24
4758,1807.74,144.575,18,22
17776,1920,1401,41,60
18117,1873,421,40,39
16245,1934.89,1628.2,63,76
14976,1861,1453,39,73
14121,1792.53,1209.16,40,55
15858,1900.23,952.014,37,55
13878,1859.81,823.796,102,199
11568,1828.6,479.219,51,133
8683,1868.69,426.724,41,44
11879,1787,373,17,25
6657,1861.57,331.243,18,24
4755,1854.95,220.659,19,20
5396,1818.54,216.555,18,24
17776,1919,1388,41,60
18117,1875,419,40,39
16245,1930.5,1616,36,67
14976,1861.42,1437.42,43,76
14121,1795.61,1199.16,56,59
15858,1899.11,944.512,34,54
13878,1859.32,815.275,101,194
11568,1828.45,474.309,50,131
8683,1871,423.5,23,42
11879,1786.5,369,18,25
6657,1861.23,327.154,20,25
4755,1855.64,217.79,18,20
5396,1818.26,213.455,19,24
17776,1918,1376,41,60
18117,1875,415,40,39
16245,1932.5,1602,40,65
14976,1860.77,1422.91,43,77
14121,1796.18,1187.68,57,60
15858,1899.42,932.255,50,65
13878,1859.31,809.791,101,197
11568,1828.39,470.313,50,133
8683,1870.89,420.626,25,45
11879,1787.65,364.968,22,29
6657,1861,324,15,21
4755,1855.21,215.381,19,19
5396,1818.41,210.339,20,26
17776,1918,1365,41,60
18117,1875,412,40,39
16245,1929.5,1588.5,36,64
14976,1860.21,1407.93,40,73
14121,1795.42,1176.23,56,59
15858,1899.35,928.312,50,59
13878,1859.27,802.774,101,195
11568,1828.08,464.332,50,129
8683,1871,416.5,23,42
11879,1787.67,360.646,20,28
6657,1861,321,15,21
4755,1855.5,212,16,17
5396,1817.62,207.461,18,24
17776,1918,1354,41,60
18117,1875,408,40,39
16245,1935.5,1575,48,63
14976,1859.5,1393,36,72
14121,1796.57,1164.22,54,59
15858,1904.18,921.339,47,54
13878,1859.25,795.741,101,193
11568,1827.92,459.811,49,126
8683,1870.43,411.769,28,43
11879,1787.16,356.573,21,28
6657,1860,317.5,15,22
5396,1817.99,204.438,19,24
17776,1918,1343,41,60
18117,1875,404,40,39
16245,1930.92,1561.59,45,67
14976,1860.36,1378.88,43,74
14121,1792.5,1151,30,49
15858,1903.62,914.711,46,55
13878,1859.24,790.269,101,196
11568,1827.64,455.297,50,125
8683,1868.08,406.796,35,41
11879,1787.69,351.799,20,27
6657,1860,314,15,21
5396,1817.85,201.331,19,24
17776,1918,1332,41,60
18117,1874,400,40,39
16245,1928.6,1549.14,40,65
14976,1859.64,1364.52,42,73
14121,1795.07,1142.1,55,57
15858,1901.58,906.836,52,59
13878,1859.24,785.244,101,198
11568,1827.61,449.703,60,125
8683,1869.07,404.286,27,42
11879,1787.85,347.872,20,27
6657,1860,311,15,21
5396,1817,198.764,19,24
17776,1917,1321,41,60
18117,1874,397,40,39
16245,1928,1536.5,35,62
14976,1860.47,1350.54,44,73
14121,1795.46,1128.69,36,54
15858,1900.19,900.668,51,58
13878,1859.27,781.748,101,203
11568,1827.41,448.68,48,127
8683,1867.7,397.807,26,35
11879,1787.5,343.5,16,24
6657,1860,307.5,15,20
5396,1816.68,195.864,18,23
17776,1920,1309,41,60
18117,1874,393,40,39
16245,1926.84,1524.41,38,64
14976,1859.86,1336.41,43,72
14121,1795.29,1120.42,55,57
15858,1899.66,893.484,38,52
13878,1858.35,777.772,99,209
11568,1828.63,446.152,58,132
8683,1868.07,395.214,27,39
11879,1786.8,339.52,21,26
6657,1859.71,304.331,18,22
5396,1816.5,193,16,21
17776,1919,1298,41,60
18117,1874,389,40,39
16245,1926.54,1511.62,38,64
14976,1859.15,1321.46,41,68
14121,1795.84,1109.1,52,55
15858,1899.26,886.305,39,52
13878,1858,775.5,95,213
11568,1827.73,437.777,55,125
8683,1868.85,391.543,29,40
11879,1787,336,17,23
6657,1859.5,301,16,21
5396,1816.42,189.885,18,23
17776,1919,1288,41,60
18117,1874,386,40,39
16245,1926.28,1499.01,37,63
14976,1858.24,1309.04,39,69
14121,1792,1096.5,29,46
15858,1895.95,879.385,38,52
13878,1857.93,755.298,99,188
11568,1826.77,433.312,47,120
8683,1865.47,388.086,38,38
11879,1787,331.5,17,24
6657,1859,297.5,15,20
5396,1816.12,187.291,19,25
17776,1919,1277,41,60
18117,1873,383,40,39
16245,1925.5,1487,34,61
14976,1859.44,1295.45,40,68
14121,1792.5,1086.5,28,46
15858,1896.04,873.102,43,54
13878,1858,751,95,187
11568,1827.75,428.768,49,120
8683,1868.72,386.31,28,41
11879,1786.5,328,16,23
6657,1858.7,294.728,18,22
5396,1815.81,184.538,19,24
17776,1918,1267,41,60
18117,1873,379,40,39
16245,1925.19,1474.64,39,63
14976,1859.07,1281.37,43,68
14121,1792.5,1075.5,28,46
15858,1895.52,865.685,34,52
13878,1857.97,743.722,99,187
11568,1826.49,423.738,48,118
8683,1868.5,380.5,22,32
11879,1786.5,324,16,23
6657,1856.3,291.371,24,25
5396,1815,181.5,19,24
17776,1917,1257,41,60
18117,1873,375,40,39
16245,1924.74,1462.99,38,61
14976,1858.24,1268.93,40,67
14121,1792.5,1065,28,45
15858,1896.11,858.366,33,50
13878,1857.88,733.844,99,181
11568,1827.59,420.755,50,122
8683,1866.6,377.3,36,38
11879,1786,320,17,23
6657,1858.05,288.297,17,22
5396,1815.45,178.829,18,23
17776,1917,1247,41,60
18117,1874,371,40,39
16245,1924.5,1451,34,59
14976,1858.55,1256.3,41,67
14121,1795.63,1057.4,52,54
15858,1895.45,852.005,32,51
13878,1857.83,727.821,99,179
11568,1826.02,416.593,45,118
8683,1868.11,375.594,31,42
11879,1786.5,316,16,23
6657,1858,285,15,21
5396,1815.18,175.879,19,24
17776,1916,1237,41,60
18117,1874,368,40,39
16245,1923,1439,33,57
14976,1858.18,1243.32,41,67
14121,1795.57,1047.36,50,52
15858,1895.04,844.78,34,50
13878,1857.78,722.238,98,180
11568,1827,412.5,45,116
8683,1867.13,372.42,36,44
11879,1786.5,312,16,23
6657,1857.35,282.168,17,23
5396,1814.81,173.611,18,24
17776,1915,1227,41,60
18117,1870,372,40,39
16245,1922.56,1427.45,36,60
14976,1857.47,1230.41,40,64
14121,1795.2,1037.01,51,51
15858,1894.23,838.277,32,50
13878,1857.79,717.242,98,182
11568,1828.33,407.559,52,116
8683,1867.39,368.95,34,43
11879,1787.29,307.881,17,25
6657,1856.5,278.5,14,20
5396,1814.66,170.792,18,23
17776,1915,1218,41,60
18117,1870,368,40,39
16245,1922.04,1415.85,35,59
14976,1857.34,1217.51,41,64
14121,1795.34,1027.46,51,52
15858,1893.96,831.551,31,50
13878,1857.75,709.752,98,179
8683,1867.29,366.324,33,44
11568,1828.45,404.142,52,119
11879,1786.43,304.054,21,27
6657,1856.5,275.5,14,20
5396,1814.35,167.769,18,23
17776,1914,1209,41,60
18117,1870,365,40,39
16245,1921.53,1404.12,36,59
14976,1857.78,1204.34,39,62
14121,1794,1014,27,43
15858,1893.5,824.5,28,46
13878,1857.72,706.257,98,184
11568,1828.2,399.628,52,114
8683,1867.47,363.979,34,47
11879,1785.4,300.3,26,26
6657,1857,272.5,15,20
5396,1813.85,165.342,19,23
17776,1913,1200,41,60
18117,1870,361,40,39
16951,1948.06,2004.95,51,109
16245,1920.9,1393.01,36,59
14976,1856.38,1193.29,38,63
14121,1795.51,1007.16,50,51
15858,1892.9,818.54,29,48
13878,1857.25,701.684,97,185
8683,1865.09,357.647,41,40
11568,1828.03,396.582,51,116
11879,1787.3,296.244,18,24
6657,1856.32,269.794,17,22
5396,1813.71,162.274,18,23
17776,1912,1190,41,60
